Date,Year,Month,Day,AQI
2025-03-04,2025,3,4,120.0
2025-03-05,2025,3,5,117.0
2025-03-06,2025,3,6,121.0
2025-03-07,2025,3,7,130.0
2025-03-08,2025,3,8,126.0
2025-03-09,2025,3,9,98.0
2025-03-10,2025,3,10,117.0
2025-03-11,2025,3,11,159.0
2025-03-12,2025,3,12,147.0
2025-03-13,2025,3,13,121.0
2025-03-14,2025,3,14,120.0
2025-03-15,2025,3,15,71.0
2025-03-16,2025,3,16,83.0
2025-03-17,2025,3,17,101.0
2025-03-18,2025,3,18,87.0
2025-03-19,2025,3,19,84.0
2025-03-20,2025,3,20,88.0
2025-03-21,2025,3,21,86.0
2025-03-22,2025,3,22,74.0
2025-03-23,2025,3,23,82.0
2025-03-24,2025,3,24,92.0
2025-03-25,2025,3,25,96.0
2025-03-26,2025,3,26,74.0
2025-03-27,2025,3,27,59.0
2025-03-28,2025,3,28,73.0
2025-03-29,2025,3,29,131.0
2025-03-30,2025,3,30,129.0
2025-03-31,2025,3,31,109.0
